,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status (Approved),Property_Area_Semiurban,Property_Area_Urban
47,LP001144,1,1,0,0,0,0.06834798957605918,-1.1028368386382617,144.0,8,1,1,0,1
48,LP001146,0,1,0,0,0,-0.4515371527754184,1.0138456537801122,120.0,8,0,0,0,1
49,LP001151,0,0,0,0,0,-0.2297347699396967,0.880236264566619,144.0,8,1,1,1,0
50,LP001155,0,1,0,1,0,-0.5689041701135826,0.777542972666056,100.0,8,1,1,1,0
51,LP001157,0,0,0,0,0,-0.37934907098165216,-1.1028368386382617,120.0,8,1,1,1,0
52,LP001164,0,0,0,0,0,-0.19208565698603175,-1.1028368386382617,112.0,8,1,0,1,0
53,LP001179,1,1,2,0,0,-0.12890062394205495,-1.1028368386382617,134.0,8,1,0,0,1
54,LP001186,0,1,1,0,1,0.9979536959406817,-1.1028368386382617,286.0,8,0,0,0,1
55,LP001194,1,1,2,0,0,-0.4412245696620232,0.6713358163538501,97.0,8,1,1,1,0
56,LP001195,1,1,0,0,0,-0.5355110438416363,0.7672932124085975,96.0,8,1,1,1,0
57,LP001197,1,1,0,0,0,-0.33351536825545136,0.8695469873582056,135.0,8,1,0,0,0
58,LP001198,1,1,1,0,0,0.43812775549922917,0.8767104897336425,180.0,8,1,1,0,1
59,LP001199,1,1,2,1,0,-0.3349885944145078,0.9536631580087925,144.0,8,1,1,0,1
60,LP001205,1,1,0,0,0,-0.47527246311577237,1.0461507855754673,120.0,8,1,1,0,1
61,LP001206,1,1,3,0,0,-0.388679503322343,-1.1028368386382617,99.0,8,1,1,0,1
62,LP001207,1,1,0,1,1,-0.4574300574116442,1.0147003744841248,165.0,5,0,0,0,0
63,LP001213,1,1,1,0,0,-0.07504602323876902,-1.1028368386382617,128.0,8,0,0,0,0
64,LP001222,0,0,0,0,0,-0.20256193189487764,-1.1028368386382617,116.0,8,0,0,1,0
65,LP001225,1,1,0,0,0,0.05279726900824106,1.1093538234678033,258.0,8,1,0,1,0
66,LP001228,1,0,0,1,0,-0.3606882063002704,0.877277082533662,126.0,5,0,0,0,1
67,LP001233,1,1,1,0,0,0.8751848493526438,-1.1028368386382617,312.0,8,1,1,0,1
68,LP001238,1,1,3,1,1,0.2777097959575264,-1.1028368386382617,125.0,2,1,1,0,1
69,LP001241,0,0,0,0,0,-0.18062723130448155,-1.1028368386382617,136.0,8,0,0,1,0
70,LP001243,1,1,0,0,0,-0.3593786719366647,0.9763256378916373,172.0,8,1,1,0,1
71,LP001245,1,1,2,1,1,-0.5775798352724706,0.8188678418345627,97.0,8,1,1,1,0
72,LP001248,1,0,0,0,0,-0.31158066766505527,-1.1028368386382617,81.0,7,1,1,1,0
73,LP001250,1,1,3,1,0,-0.10614746437440527,-1.1028368386382617,95.0,8,0,0,1,0
74,LP001253,1,1,3,0,1,-0.022500956899088816,0.8014243627876069,187.0,8,1,1,1,0
75,LP001255,1,0,0,0,0,-0.270657718802376,-1.1028368386382617,113.0,9,1,0,0,1
76,LP001256,1,0,0,0,0,-0.270657718802376,1.1204036076467991,176.0,8,1,0,0,1
77,LP001259,1,1,1,0,1,-0.7208101562918481,0.9716315999795487,110.0,8,1,0,0,1
78,LP001263,1,1,3,0,0,-0.3660900355501441,1.0633997390717917,180.0,7,0,0,1,0
79,LP001264,1,1,3,1,1,-0.338917197505325,0.8645877927705932,130.0,8,1,1,1,0
80,LP001265,0,0,0,0,0,-0.2549433064391071,-1.1028368386382617,111.0,8,1,1,1,0
81,LP001266,1,1,1,0,1,-0.49246010163809767,-1.1028368386382617,128.0,8,1,1,1,0
82,LP001267,0,1,2,0,0,-0.658934657611477,0.8198760627761406,167.0,8,1,0,0,1
83,LP001273,1,1,0,0,0,0.09764882096173755,0.8767104897336425,265.0,8,1,0,1,0
84,LP001275,1,1,1,0,0,-0.2316990714851053,-1.1028368386382617,50.0,6,1,1,0,1
85,LP001279,1,0,0,0,0,-0.49720716370616846,0.9143800471526355,136.0,8,1,1,1,0
86,LP001280,1,1,2,1,0,-0.338917197505325,0.8392715788911479,99.0,8,1,1,1,0
87,LP001282,1,1,0,0,0,-0.47527246311577237,0.8574604449689514,104.0,8,1,1,1,0
88,LP001289,1,0,0,0,0,0.5176819680882777,-1.1028368386382617,210.0,8,1,1,0,1
89,LP001310,1,1,0,0,0,0.04772282334926883,1.0769147542037931,175.0,8,1,1,1,0
90,LP001316,1,1,0,0,0,-0.40030162079934395,0.9582718426966045,131.0,8,1,1,1,0
91,LP001318,1,1,2,0,0,0.13857176982441682,1.1787868126106298,188.0,5,1,1,1,0
92,LP001319,1,1,2,1,0,-0.34873870523236805,0.8094817461308227,81.0,8,1,1,0,1
93,LP001322,1,0,0,0,0,-0.20796376114475132,-1.1028368386382617,122.0,8,1,1,1,0
94,LP001325,1,0,0,1,0,-0.2919376522109692,-1.1028368386382617,25.0,4,1,1,1,0
95,LP001326,1,0,0,0,0,0.22565580500419835,-1.1028368386382617,128.0,8,1,0,0,1
96,LP001327,0,1,0,0,0,-0.4778915318429839,0.8840033959325506,137.0,8,1,1,1,0
97,LP001333,1,1,0,0,0,-0.5608832721364975,0.623265188917655,50.0,8,1,1,1,0
98,LP001334,1,1,0,1,0,-0.19896071239496188,-1.1028368386382617,115.0,5,1,1,1,0
99,LP001343,1,1,0,0,0,-0.5965680835447538,1.0233191401312385,131.0,8,1,1,1,0
100,LP001345,1,1,2,1,0,-0.18259153284989016,0.9965939981896692,133.0,5,1,1,0,1
101,LP001349,1,0,0,0,0,-0.09174258637474215,1.047016429475438,151.0,8,1,1,1,0
102,LP001350,1,1,0,0,0,1.3498910561597235,-1.1028368386382617,128.0,8,1,1,0,1
103,LP001356,1,1,0,0,0,-0.12300771930582913,1.0271839595809245,128.0,8,1,1,1,0
104,LP001357,1,1,0,0,0,-0.25985406030262864,0.539077246607203,160.0,8,1,1,0,1
105,LP001367,1,1,1,0,0,-0.38491459202697653,0.6331705174742129,100.0,8,1,1,0,1
106,LP001369,1,1,2,0,0,0.9843672769182722,0.6603762052359816,225.0,8,1,1,0,1
107,LP001370,1,0,0,1,0,0.31584998429754346,-1.1028368386382617,120.0,8,1,0,0,0
108,LP001379,1,1,2,0,0,-0.2624731290298401,1.0287361852314154,216.0,8,0,0,0,1
109,LP001384,1,1,3,1,0,-0.54549624336413,0.539077246607203,94.0,9,1,1,1,0
110,LP001385,1,0,0,0,0,-0.01431636712655296,-1.1028368386382617,136.0,8,1,1,0,1
111,LP001387,0,1,0,0,0,-0.40504868286741474,0.8882776996937887,139.0,8,1,1,1,0
112,LP001391,1,1,0,1,0,-0.2997948583926036,1.0726816237192278,152.0,8,0,0,0,0
113,LP001392,0,0,1,0,1,0.3351656161607281,-1.1028368386382617,128.0,8,1,1,1,0
114,LP001398,1,0,0,0,0,-0.057858384716443716,-1.1028368386382617,118.0,8,1,1,1,0
115,LP001401,1,1,1,0,0,1.5026155013152425,-1.1028368386382617,185.0,5,1,1,0,0
116,LP001404,0,1,0,0,0,-0.3660900355501441,0.8813568172622952,154.0,8,1,1,1,0
117,LP001405,1,1,1,0,0,-0.5220883166146775,0.7270385085114632,85.0,8,1,1,0,1
118,LP001421,1,1,0,0,0,0.026933965327027753,0.8610428996859266,175.0,8,1,0,0,0
119,LP001422,0,0,0,0,0,0.8192022553084987,-1.1028368386382617,259.0,8,1,1,0,1
120,LP001426,1,1,0,0,0,0.04313945307664875,0.9312180592900842,180.0,8,1,1,0,0
121,LP001430,0,0,0,0,0,-0.20256193189487764,-1.1028368386382617,44.0,8,1,1,1,0
122,LP001431,0,0,0,0,0,-0.5346925848643828,1.3367688271244913,137.0,8,0,1,1,0
123,LP001432,1,1,2,0,0,-0.4004653125947947,-1.1028368386382617,81.0,8,1,1,1,0
124,LP001439,1,1,0,1,0,-0.18062723130448155,0.8414815905535056,194.0,8,1,1,0,0
125,LP001443,0,0,0,0,0,-0.2801518429385176,-1.1028368386382617,93.0,8,1,1,0,0
126,LP001448,1,1,3,0,0,3.0118538553708545,-1.1028368386382617,370.0,8,1,1,0,0
127,LP001449,1,0,0,0,0,-0.25183316232554354,0.7767803286756234,128.0,8,1,1,0,0
128,LP001451,1,1,1,0,1,0.836389893830824,1.0508000168259175,160.0,5,0,0,0,1
129,LP001465,1,1,0,0,0,0.11074416459779492,0.9191688702254042,182.0,8,1,0,0,0
130,LP001469,1,0,0,0,1,2.416506795316596,-1.1028368386382617,650.0,9,1,1,0,1
131,LP001473,1,0,0,0,0,-0.5548266757048209,0.8278346320441129,74.0,8,1,1,0,1
132,LP001478,1,0,0,0,0,-0.43958765170751607,-1.1028368386382617,70.0,8,1,1,1,0
133,LP001482,1,1,0,0,1,-0.31829203127853467,-1.1028368386382617,25.0,4,1,1,1,0
134,LP001487,1,0,0,0,0,-0.08323061301130487,-1.1028368386382617,102.0,8,1,1,1,0
135,LP001488,1,1,3,0,0,-0.2297347699396967,1.2859974338584288,290.0,8,1,0,1,0
136,LP001489,0,1,0,0,0,-0.13430245319192863,-1.1028368386382617,84.0,8,1,0,0,0
137,LP001491,1,1,2,0,1,-0.3416999580279872,1.0195045117229433,88.0,8,1,1,0,1
138,LP001492,1,0,0,0,0,1.5707112882227408,-1.1028368386382617,242.0,8,0,0,1,0
139,LP001493,1,1,2,1,0,-0.19699641084955327,0.7340609787872838,129.0,8,1,0,0,0
140,LP001497,1,1,2,0,0,-0.05916791908004945,0.8521669790391802,185.0,8,1,0,0,0
141,LP001498,1,0,0,0,0,0.0022165042139694682,-1.1028368386382617,168.0,8,1,1,0,1
142,LP001504,1,0,0,0,1,0.2531560266399188,-1.1028368386382617,175.0,5,1,1,1,0
143,LP001507,1,1,0,0,0,-0.4428614876165304,0.8446138114169409,122.0,8,1,1,1,0
144,LP001508,1,1,2,0,0,1.040022487371516,-1.1028368386382617,187.0,5,1,1,0,1
145,LP001514,0,1,0,0,0,-0.5031000683423943,1.1013712735162624,100.0,8,1,1,1,0
146,LP001516,0,1,2,0,0,1.5489402794277953,-1.1028368386382617,70.0,8,1,1,0,1
147,LP001518,1,1,1,0,0,-0.6327439703393622,0.7329735209940091,30.0,8,1,1,0,1
148,LP001519,0,0,0,0,0,0.7524160027646061,0.7817065719116859,225.0,8,1,0,0,0
149,LP001520,1,1,0,0,0,-0.08895982585207997,0.5678590603430609,125.0,8,1,1,1,0
150,LP001528,1,0,0,0,0,0.1429914483015862,-1.1028368386382617,118.0,8,0,0,0,0
151,LP001529,1,1,0,0,1,-0.4626681948660672,1.042140982838648,152.0,8,1,1,0,0
152,LP001531,1,0,0,0,0,0.6158970453587079,-1.1028368386382617,244.0,8,1,0,0,1
153,LP001532,1,1,2,1,0,-0.5111209663194795,-1.1028368386382617,113.0,8,1,0,0,0
154,LP001535,1,0,0,0,0,-0.3518488493459317,-1.1028368386382617,50.0,8,1,1,0,1
155,LP001536,1,1,3,0,0,5.663006174490669,-1.1028368386382617,600.0,5,0,1,1,0
156,LP001541,1,1,1,0,0,0.09764882096173755,-1.1028368386382617,160.0,8,1,1,0,0
157,LP001543,1,1,1,0,0,0.6767903932663747,-1.1028368386382617,187.0,8,1,1,0,1
158,LP001546,1,0,0,0,0,-0.3967004012994282,0.8521669790391802,120.0,8,1,1,0,0
159,LP001552,1,1,0,0,0,-0.13430245319192863,1.177054932826804,255.0,8,1,1,1,0
160,LP001560,1,1,0,1,0,-0.5795441368178792,0.6364060640375978,98.0,8,1,1,1,0
161,LP001562,1,1,0,0,0,0.41406506156797374,-1.1028368386382617,275.0,8,1,0,0,1
162,LP001565,1,1,1,0,0,-0.3788579955953,0.6997662702273902,121.0,8,0,0,1,0
163,LP001570,1,1,2,0,0,-0.20239824009942695,0.7377317747048864,158.0,8,1,1,0,0
164,LP001572,1,1,0,0,0,0.6415966572444706,-1.1028368386382617,75.0,5,1,1,0,1
165,LP001574,1,1,0,0,0,-0.2776964660067568,0.986762479011435,182.0,8,1,1,0,0
166,LP001577,0,1,0,0,0,-0.13430245319192863,-1.1028368386382617,112.0,8,1,0,0,0
167,LP001578,1,1,0,0,0,-0.48525766263826614,1.00351953459703,129.0,8,1,1,0,0
168,LP001579,1,0,0,0,0,-0.518323405319311,-1.1028368386382617,63.0,9,0,0,1,0
169,LP001580,1,1,2,0,0,0.4250324118631718,-1.1028368386382617,200.0,8,1,1,1,0
170,LP001581,1,1,0,1,0,-0.58658288402226,0.800536751024085,95.0,8,1,1,0,0
171,LP001585,1,1,3,0,0,7.588676456172905,-1.1028368386382617,700.0,7,1,1,0,1
172,LP001586,1,1,3,1,0,-0.3079794481651395,-1.1028368386382617,81.0,5,1,0,0,0
173,LP001594,1,1,0,0,0,0.049850816690128155,1.177054932826804,187.0,8,1,1,1,0
174,LP001603,1,1,0,1,1,-0.17342479230465,0.5318617774103896,87.0,8,1,0,1,0
175,LP001606,1,1,0,0,0,-0.3120717430514074,0.8335211665932016,116.0,8,1,1,0,0
176,LP001608,1,1,2,0,0,-0.5497522300458487,0.7727475170596749,101.0,8,1,1,0,0
177,LP001610,1,1,3,0,0,0.018421991963590463,1.4168595746979353,495.0,8,0,0,1,0
178,LP001616,1,1,1,0,0,-0.270657718802376,-1.1028368386382617,116.0,8,1,1,1,0
179,LP001630,1,0,0,1,0,-0.5026089929560421,0.7385895952462954,102.0,9,0,0,0,1
180,LP001633,1,1,1,0,0,0.1631255391420244,1.2631560257658843,180.0,8,0,0,0,1
181,LP001634,1,0,0,0,0,-0.5708684716589912,1.1417191171467336,67.0,8,1,0,0,0
182,LP001636,1,1,0,0,0,-0.1315196926692664,-1.1028368386382617,73.0,5,1,1,1,0
183,LP001637,1,1,1,0,0,4.655810557082407,-1.1028368386382617,260.0,8,1,0,1,0
184,LP001639,0,1,0,0,0,-0.2911191932337156,-1.1028368386382617,108.0,8,1,1,1,0
185,LP001640,1,1,0,0,1,5.523540764766658,1.1204036076467991,120.0,8,1,1,1,0
186,LP001641,1,1,1,0,1,-0.5279812212509033,-1.1028368386382617,66.0,7,0,0,0,0
187,LP001643,1,1,0,0,0,-0.4944244031835063,0.8604484544291758,58.0,8,1,1,0,0
188,LP001644,1,1,0,0,1,-0.7741736816087819,1.1567960317761457,168.0,8,1,1,0,0
189,LP001647,1,1,0,0,0,0.6424151162217241,-1.1028368386382617,188.0,5,1,1,0,0
190,LP001653,1,0,0,1,0,-0.08486753096581204,-1.1028368386382617,48.0,8,1,1,0,0
191,LP001656,1,0,0,0,0,1.0797995936660403,-1.1028368386382617,164.0,8,1,0,1,0
192,LP001657,1,1,0,1,0,0.10305065021161122,-1.1028368386382617,160.0,8,1,0,0,1
193,LP001658,1,0,0,0,0,-0.2529790048936985,-1.1028368386382617,76.0,8,1,1,1,0
194,LP001664,1,0,0,0,0,-0.19846963700860973,-1.1028368386382617,120.0,8,1,1,0,0
195,LP001665,1,1,1,0,0,-0.3729650909590742,0.92091639035402,170.0,8,1,0,1,0
196,LP001666,1,0,0,0,0,0.4795417797482606,1.042140982838648,187.0,8,1,1,0,0
197,LP001669,0,0,0,1,0,-0.5723416978180477,0.8926342041980784,120.0,8,1,1,0,1
198,LP001671,0,1,0,0,0,-0.3253307784829155,0.9487623700398728,113.0,8,1,1,1,0
199,LP001673,1,0,0,0,1,0.9161077982153232,-1.1028368386382617,83.0,8,1,0,0,1
200,LP001674,1,1,1,1,0,-0.45890328357070065,0.9104230116613856,90.0,8,1,1,1,0
201,LP001677,1,0,2,0,0,-0.07864724273868479,-1.1028368386382617,166.0,8,0,1,1,0
202,LP001682,1,1,3,1,0,-0.23104430430330244,-1.1028368386382617,128.0,5,1,0,0,1
203,LP001688,1,1,1,1,0,-0.31158066766505527,0.6484712404889585,135.0,8,1,1,0,1
204,LP001691,1,1,2,1,0,-0.24332118896210622,-1.1028368386382617,124.0,8,1,1,1,0
205,LP001692,0,0,0,1,0,-0.1629485173958041,-1.1028368386382617,120.0,8,1,1,1,0
206,LP001693,0,0,0,0,0,-0.35348576730043885,-1.1028368386382617,80.0,8,1,1,0,1
207,LP001698,1,0,0,1,0,-0.23382706482596463,0.9143800471526355,55.0,8,1,1,0,0
208,LP001699,1,0,0,0,0,-0.47870999082023746,-1.1028368386382617,59.0,8,1,1,0,1
209,LP001702,1,0,0,0,0,-0.3250033948920141,-1.1028368386382617,127.0,8,1,0,1,0
210,LP001708,0,0,0,0,0,0.7524160027646061,-1.1028368386382617,214.0,8,1,0,1,0
211,LP001711,1,1,3,0,0,-0.32303909334660547,0.6924558783469742,128.0,8,0,0,1,0
212,LP001713,1,1,1,0,1,0.39016605943216903,-1.1028368386382617,240.0,8,1,1,0,1
213,LP001715,1,1,3,1,1,0.049032357712874564,-1.1028368386382617,130.0,8,1,1,0,0
214,LP001716,1,1,0,0,0,-0.3651078847774398,0.9715241717608254,137.0,8,1,1,0,1
215,LP001720,1,1,3,1,0,-0.25428853925730427,0.6189694907560508,100.0,8,1,1,1,0
216,LP001722,1,1,0,0,0,-0.8599481824249576,0.8060023488425568,135.0,8,1,0,0,0
217,LP001726,1,1,0,0,0,-0.2744226300977425,0.8016016027291393,131.0,8,1,1,1,0
218,LP001732,1,1,2,0,0,-0.06604297448897957,-1.1028368386382617,72.0,8,0,0,1,0
219,LP001734,0,1,2,0,0,-0.18340999182714376,0.8950604303441217,127.0,8,1,1,1,0
220,LP001736,1,1,0,0,0,-0.5209424740465225,-1.1028368386382617,60.0,8,0,0,0,1
221,LP001743,1,1,2,0,0,-0.22826154378064026,0.7911630558416858,116.0,8,1,1,1,0
222,LP001744,1,0,0,0,0,-0.3981736274584846,0.9458806097649406,144.0,8,1,1,1,0
223,LP001749,1,1,0,0,0,0.35595447418296916,0.6272035695180025,175.0,8,1,1,1,0
224,LP001750,1,1,0,0,0,0.13857176982441682,-1.1028368386382617,128.0,8,1,1,1,0
225,LP001751,1,1,0,0,0,-0.35250361652773454,-1.1028368386382617,170.0,8,1,0,0,0
226,LP001754,1,1,0,1,1,-0.1094213002834196,-1.1028368386382617,138.0,8,1,0,0,1
227,LP001758,1,1,2,0,0,0.13857176982441682,0.787116636033097,210.0,8,1,1,1,0
228,LP001760,1,1,0,0,0,-0.10565638898805312,-1.1028368386382617,158.0,9,1,1,1,0
229,LP001761,1,0,0,0,1,0.1631255391420244,-1.1028368386382617,200.0,8,1,1,0,0
230,LP001765,1,1,1,0,0,-0.47674568927482885,0.8477171940000082,104.0,8,1,1,1,0
231,LP001768,1,1,0,0,0,-0.27622323984770036,-1.1028368386382617,42.0,5,1,1,0,0
232,LP001770,1,0,0,1,0,-0.3624888160502283,0.922778872891616,120.0,8,1,1,0,0
233,LP001776,0,0,0,0,0,0.4795417797482606,-1.1028368386382617,280.0,8,1,1,1,0
234,LP001778,1,1,1,0,0,-0.3680543370955527,0.8023096245498658,140.0,8,1,1,1,0
235,LP001784,1,1,1,0,0,0.01580292323637899,0.6949108373149481,170.0,8,1,1,0,0
236,LP001786,1,1,0,0,0,0.0560711049172554,-1.1028368386382617,255.0,8,1,0,0,1
237,LP001788,0,0,0,0,1,-0.3176372640967318,-1.1028368386382617,122.0,8,1,1,0,1
238,LP001790,0,0,1,0,0,-0.2605088274844315,-1.1028368386382617,112.0,8,1,1,0,0
239,LP001792,1,1,1,0,0,-0.3418636498234379,-1.1028368386382617,96.0,8,1,1,1,0
240,LP001798,1,1,2,0,0,0.06802060598515776,1.137530388737126,120.0,8,1,1,0,0
241,LP001800,1,1,1,1,0,-0.4736355451612652,0.8365683457809528,140.0,5,1,0,0,1
242,LP001806,1,0,0,0,0,-0.3991557782311889,1.1815759804128512,155.0,2,1,1,0,1
243,LP001807,1,1,2,0,1,0.13857176982441682,0.7045508766189863,108.0,8,1,1,0,0
244,LP001811,1,1,0,1,0,-0.3269676964374227,1.0962232267390526,123.0,8,1,1,1,0
245,LP001813,1,0,0,0,1,0.10583341073427341,1.089852918893392,120.0,5,1,0,0,1
246,LP001814,1,1,2,0,0,0.703799539515743,-1.1028368386382617,112.0,8,1,1,0,1
247,LP001819,1,1,1,1,0,0.19717343259577355,-1.1028368386382617,137.0,5,1,1,0,1
248,LP001824,1,1,1,0,0,-0.41274219725359845,0.813438866499111,123.0,9,1,1,1,0
249,LP001825,1,1,0,0,0,-0.5883834937722179,0.8176877413721353,90.0,8,1,1,0,1
250,LP001835,1,1,0,1,0,-0.611464036930769,1.0542045013896346,201.0,8,0,0,1,0
251,LP001836,0,0,2,0,0,-0.3235301687329576,-1.1028368386382617,138.0,8,1,0,0,1
252,LP001841,1,0,0,1,1,-0.4616860440933629,0.8647346934669391,104.0,8,1,1,0,0
253,LP001843,1,1,1,1,0,-0.44891808404820693,1.256062173146381,279.0,5,1,1,1,0
254,LP001844,1,0,0,0,1,1.775489724331588,-1.1028368386382617,192.0,8,0,0,0,1
255,LP001846,0,0,3,0,0,-0.3798401463680043,-1.1028368386382617,255.0,8,1,1,0,0
256,LP001849,1,0,0,1,0,0.10501495175701982,-1.1028368386382617,115.0,8,0,0,0,0
257,LP001854,1,1,3,0,0,-0.02512002562630029,-1.1028368386382617,94.0,8,1,0,0,1
258,LP001859,1,1,0,0,0,1.5189846808603142,0.8547484557025937,304.0,8,1,0,0,0
259,LP001864,1,1,3,1,0,-0.07733770837507906,-1.1028368386382617,128.0,8,1,0,1,0
260,LP001865,1,1,1,0,0,0.11123523998414707,1.0834432761834294,330.0,8,1,1,0,1
261,LP001868,1,0,0,0,0,-0.5472968531140879,0.8708476459807217,134.0,8,1,1,1,0
262,LP001870,0,0,1,0,0,-0.3146908117786189,-1.1028368386382617,155.0,1,1,0,1,0
263,LP001871,0,0,0,0,0,0.2940789755025981,-1.1028368386382617,120.0,8,1,1,0,0
264,LP001872,1,0,0,0,1,-0.03887013644416053,-1.1028368386382617,128.0,8,1,1,1,0
265,LP001875,1,0,0,0,0,-0.21418404937187857,1.0145106180479204,151.0,8,1,1,0,0
266,LP001877,1,1,2,0,0,-0.11384097876058898,0.7245895819624955,150.0,8,1,1,1,0
267,LP001882,1,1,3,0,0,-0.1752254020546079,0.8079204909393568,160.0,8,0,1,0,1
268,LP001883,0,0,0,0,0,-0.3250033948920141,-1.1028368386382617,135.0,8,1,0,0,0
269,LP001884,0,0,1,0,0,-0.41372434802630276,0.7611481919640074,90.0,8,1,1,0,1
270,LP001888,0,0,0,0,0,-0.3546316098685939,-1.1028368386382617,30.0,8,1,1,0,1
271,LP001891,1,1,0,0,0,0.9400068003511278,-1.1028368386382617,136.0,8,1,1,0,1
272,LP001892,1,0,0,0,0,-0.42076309523068356,0.815824867049011,126.0,8,1,1,0,0
273,LP001894,1,1,0,0,0,-0.45562944766168634,0.8728610176833282,150.0,8,1,1,1,0
274,LP001896,1,1,2,0,0,-0.2461039494847684,-1.1028368386382617,90.0,8,1,1,1,0
